,年份,設立別,學程別,群科別,畢業生人數,升公立大學日間部人數,升公立大學進修學士班人數,升私立大學日間部人數,升私立大學進修學士班人數,升公立二專日間部人數,升公立二專夜間部人數,升私立二專日間部人數,升私立二專夜間部人數,升警察大學人數,升警察專科學校人數,升軍事院校人數,赴國外_大陸就讀人數,升其他學校人數,升學率,升公立大學日間部比率,升公立大學進修學士班比率,升私立大學日間部比率,升私立大學進修學士班比率,升公立二專日間部比率,升公立二專夜間部比率,升私立二專日間部比率,升私立二專夜間部比率,升警察大學比率,升警察專科學校比率,升軍事院校比率,赴國外_大陸就讀比率,升其他學校比率,就農_林_漁_牧業人數,就礦業及土石採取業人數,就製造業人數,就電力及燃氣供應業人數,就用水供應及污染整治業人數,就營造業人數,就批發及零售業人數,就運輸及倉儲業人數,就住宿及餐飲業人數,就資訊及通訊傳播業人數,就金融及保險業人數,就不動產業人數,就專業_科學及技術服務業人數,就支援服務業人數,就公共行政及國防；強制性社會安全人數,就教育服務業人數,就醫療保健及社會工作服務業人數,就藝術_娛樂及休閒服務業人數,就其他服務業人數,就業率,就農_林_漁_牧業比率,就礦業及土石採取業比率,就製造業比率,就電力及燃氣供應業比率,就用水供應及污染整治業比率,就營造業比率,就批發及零售業比率,就運輸及倉儲業比率,就住宿及餐飲業比率,就資訊及通訊傳播業比率,就金融及保險業比率,就不動產業比率,就專業_科學及技術服務業比率,就支援服務業比率,就公共行政及國防；強制性社會安全比率,就教育服務業比率,就醫療保健及社會工作服務業比率,就藝術_娛樂及休閒服務業比率,就其他服務業比率,正在接受職業訓練人數,正在軍中服役人數,需要工作而未找到人數,補習或準備升學人數,健康不良在家休養人數,準備出國人數,其他人數,正在接受職業訓練比率,正在軍中服役比率,需要工作而未找到比率,補習或準備升學比率,健康不良在家休養比率,準備出國比率,其他比率
45,102,國立,實用技能學程,美容造型群,152,1,1,55,18,5,2,8,0,0,0,0,0,0,59.21,0.66,0.66,36.18,11.84,3.29,1.32,5.26,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2,2,0,0,4,6,7,0,0,0,12,0,0,1,1,3,11,32.24,0.0,0.0,1.32,1.32,0.0,0.0,2.63,3.95,4.61,0.0,0.0,0.0,7.89,0.0,0.0,0.66,0.66,1.97,7.24,0,2,8,0,0,0,1,0.0,1.32,5.26,0.0,0.0,0.0,0.66
46,102,縣市立,普通科,無,40753,15200,123,22972,248,11,1,5,0,33,224,342,222,2,96.6382842981,37.2978676416,0.301818271,56.3688562805,0.6085441563,0.0269918779,0.0024538071,0.0122690354,0.0,0.0809756337,0.5496527863,0.8392020219,0.5447451721,0.0049076142,5,0,10,4,0,8,13,3,31,3,0,1,8,2,99,5,3,25,54,0.6723431404,0.0122690354,0.0,0.0245380708,0.0098152283,0.0,0.0196304567,0.0318994921,0.0073614212,0.0760680195,0.0073614212,0.0,0.0024538071,0.0196304567,0.0049076142,0.2429269011,0.0122690354,0.0073614212,0.061345177,0.1325055824,8,106,16,726,4,35,92,0.0196304567,0.2601035507,0.0392609133,1.7814639413,0.0098152283,0.0858832479,0.2257502515
47,102,縣市立,職業科,機械群,1852,652,37,954,98,2,2,0,3,0,0,10,1,1,95.03,35.21,2.0,51.51,5.29,0.11,0.11,0.0,0.16,0.0,0.0,0.54,0.05,0.05,0,0,10,0,0,0,2,0,12,0,0,0,7,6,1,0,1,3,7,2.65,0.0,0.0,0.54,0.0,0.0,0.0,0.11,0.0,0.65,0.0,0.0,0.0,0.38,0.32,0.05,0.0,0.05,0.16,0.38,2,6,0,22,0,0,9,0.11,0.32,0.0,1.19,0.0,0.0,0.49
48,102,縣市立,職業科,動力機械群,670,207,12,339,49,3,0,0,5,0,1,3,0,0,92.39,30.9,1.79,50.6,7.31,0.45,0.0,0.0,0.75,0.0,0.15,0.45,0.0,0.0,0,0,0,1,0,5,0,0,4,0,0,0,9,3,2,0,0,0,5,4.33,0.0,0.0,0.0,0.15,0.0,0.75,0.0,0.0,0.6,0.0,0.0,0.0,1.34,0.45,0.3,0.0,0.0,0.0,0.75,0,10,1,10,0,0,0,0.0,1.49,0.15,1.49,0.0,0.0,0.0
49,102,縣市立,職業科,電機與電子群,3001,1207,42,1516,91,5,2,0,0,0,2,20,2,0,96.2,40.22,1.4,50.52,3.03,0.17,0.07,0.0,0.0,0.0,0.07,0.67,0.07,0.0,0,0,2,0,0,1,0,0,7,0,3,0,9,3,1,0,0,0,6,1.07,0.0,0.0,0.07,0.0,0.0,0.03,0.0,0.0,0.23,0.0,0.1,0.0,0.3,0.1,0.03,0.0,0.0,0.0,0.2,1,19,0,47,0,1,6,0.03,0.63,0.0,1.57,0.0,0.03,0.2
50,102,縣市立,職業科,化工群,170,112,2,51,0,0,0,0,0,0,1,0,0,0,97.65,65.88,1.18,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.59,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,0,0,0,0,0,0.0,1.18,0.0,0.0,0.0,0.0,0.0
51,102,縣市立,職業科,土木與建築群,448,208,7,193,17,7,0,0,0,0,0,0,0,0,96.43,46.43,1.56,43.08,3.79,1.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,4,2.01,0.0,0.0,0.45,0.0,0.0,0.22,0.0,0.0,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.89,0,2,0,3,0,2,0,0.0,0.45,0.0,0.67,0.0,0.45,0.0
52,102,縣市立,職業科,商業與管理群,2566,993,183,1219,71,1,2,0,0,0,0,9,3,3,96.8,38.7,7.13,47.51,2.77,0.04,0.08,0.0,0.0,0.0,0.0,0.35,0.12,0.12,1,0,0,0,0,0,0,0,7,0,1,0,0,0,2,0,1,4,6,0.86,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27,0.0,0.04,0.0,0.0,0.0,0.08,0.0,0.04,0.16,0.23,1,7,2,24,0,4,5,0.04,0.27,0.08,0.94,0.0,0.16,0.19
53,102,縣市立,職業科,外語群,254,110,3,115,12,1,0,0,0,0,0,0,1,0,95.28,43.31,1.18,45.28,4.72,0.39,0.0,0.0,0.0,0.0,0.0,0.0,0.39,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39,0,1,0,1,2,5,0,0.0,0.39,0.0,0.39,0.79,1.97,0.0
54,102,縣市立,職業科,設計群,1175,269,21,806,27,0,0,0,2,0,0,3,1,0,96.09,22.89,1.79,68.6,2.3,0.0,0.0,0.0,0.17,0.0,0.0,0.26,0.09,0.0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,1,4,2,0.85,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.34,0.17,1,3,0,20,0,1,3,0.09,0.26,0.0,1.7,0.0,0.09,0.26
55,102,縣市立,職業科,農業群,112,69,0,41,0,0,0,0,0,0,0,0,0,0,98.21,61.61,0.0,36.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,2,0,0,0,0.0,0.0,0.0,1.79,0.0,0.0,0.0
56,102,縣市立,職業科,食品群,79,46,0,30,0,0,0,0,0,0,0,0,0,0,96.2,58.23,0.0,37.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,3,0,0,0,0.0,0.0,0.0,3.8,0.0,0.0,0.0
57,102,縣市立,職業科,家政群,142,52,0,80,0,0,0,0,0,0,0,0,2,0,94.37,36.62,0.0,56.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.41,0.0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.11,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,4,0,0,0,0.7,0.0,0.0,2.82,0.0,0.0,0.0
58,102,縣市立,職業科,餐旅群,238,107,0,124,0,0,0,0,0,0,0,1,0,0,97.48,44.96,0.0,52.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42,0.0,0.0,0,0,1,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,1.68,0.0,0.0,0.42,0.0,0.0,0.0,0.0,0.0,0.84,0.0,0.0,0.0,0.42,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,2,0,0,0,0.0,0.0,0.0,0.84,0.0,0.0,0.0
59,102,縣市立,職業科,藝術群,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60,102,縣市立,職業科,綜合,265,2,0,23,0,0,0,0,0,0,0,0,0,0,9.43,0.75,0.0,8.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,18,0,0,0,11,9,44,0,1,0,2,15,0,0,1,1,70,65.28,0.38,0.0,6.79,0.0,0.0,0.0,4.15,3.4,16.6,0.0,0.38,0.0,0.75,5.66,0.0,0.0,0.38,0.38,26.42,9,0,34,0,14,0,10,3.4,0.0,12.83,0.0,5.28,0.0,3.77
61,102,縣市立,綜合高中,無,2409,532,9,1733,28,1,0,1,0,0,11,16,4,1,96.9696969697,22.0838522208,0.3735990037,71.9385637194,1.1623080116,0.0415110004,0.0,0.0415110004,0.0,0.0,0.4566210046,0.6641760066,0.1660440017,0.0415110004,0,0,0,0,0,0,0,0,4,0,0,0,0,0,2,0,0,0,7,0.5396430054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1660440017,0.0,0.0,0.0,0.0,0.0,0.0830220008,0.0,0.0,0.0,0.2905770029,0,4,0,43,0,4,5,0.0,0.1660440017,0.0,1.7849730178,0.0,0.1660440017,0.2075550021
62,102,縣市立,綜合高中,機械群,25,3,0,19,0,0,0,0,0,0,0,0,0,0,88.0,12.0,0.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,3,0,0,0,0.0,0.0,0.0,12.0,0.0,0.0,0.0
63,102,縣市立,綜合高中,電機與電子群,263,123,1,133,0,0,0,0,0,0,0,0,0,0,97.72,46.77,0.38,50.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38,0,0,0,4,0,0,0,0.0,0.0,0.0,1.52,0.0,0.0,0.0
64,102,縣市立,綜合高中,化工群,82,52,0,22,0,0,0,0,0,0,0,1,0,0,91.46,63.41,0.0,26.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.22,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.22,0.0,0.0,0.0,0.0,0.0,1.22,0.0,0.0,0.0,0.0,0,0,0,5,0,0,0,0.0,0.0,0.0,6.1,0.0,0.0,0.0
65,102,縣市立,綜合高中,土木與建築群,110,46,0,60,1,2,0,0,0,0,0,0,0,0,99.09,41.82,0.0,54.55,0.91,1.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.91,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,102,縣市立,綜合高中,商業與管理群,544,134,12,361,7,0,0,0,0,0,0,0,0,1,94.67,24.63,2.21,66.36,1.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0,0,2,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,7,2.39,0.0,0.0,0.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.74,0.0,0.0,0.0,1.29,0,5,0,7,2,0,0,0.0,0.92,0.0,1.29,0.37,0.0,0.0
67,102,縣市立,綜合高中,外語群,36,5,0,30,0,0,0,0,0,0,0,1,0,0,100.0,13.89,0.0,83.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.78,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
68,102,縣市立,綜合高中,設計群,147,10,4,119,5,0,0,0,0,0,0,0,1,0,94.56,6.8,2.72,80.95,3.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.68,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,4,0,1,1,0.0,0.68,0.0,2.72,0.0,0.68,0.68
69,102,縣市立,綜合高中,農業群,19,9,0,10,0,0,0,0,0,0,0,0,0,0,100.0,47.37,0.0,52.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
70,102,縣市立,綜合高中,家政群,20,9,0,11,0,0,0,0,0,0,0,0,0,0,100.0,45.0,0.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71,102,縣市立,綜合高中,餐旅群,102,14,0,59,0,0,0,0,0,0,0,0,0,0,71.57,13.73,0.0,57.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,4,1,0,3,0,0,0,0,0,7,0,0,0,6,21.57,0.0,0.0,0.98,0.0,0.0,3.92,0.98,0.0,2.94,0.0,0.0,0.0,0.0,0.0,6.86,0.0,0.0,0.0,5.88,0,2,1,0,0,0,4,0.0,1.96,0.98,0.0,0.0,0.0,3.92
72,102,縣市立,實用技能學程,機械群,46,0,20,3,9,0,0,0,0,0,0,0,0,0,69.57,0.0,43.48,6.52,19.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4,0,0,0,0,0,5,0,0,0,1,0,0,0,0,0,0,21.74,0.0,0.0,8.7,0.0,0.0,0.0,0.0,0.0,10.87,0.0,0.0,0.0,2.17,0.0,0.0,0.0,0.0,0.0,0.0,0,3,1,0,0,0,0,0.0,6.52,2.17,0.0,0.0,0.0,0.0
73,102,縣市立,實用技能學程,動力機械群,27,0,0,1,11,0,0,0,0,0,0,0,0,0,44.44,0.0,0.0,3.7,40.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,10,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,48.15,0.0,0.0,37.04,0.0,0.0,0.0,0.0,0.0,11.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,0,0,0,0,0,0.0,7.41,0.0,0.0,0.0,0.0,0.0
74,102,縣市立,實用技能學程,電機與電子群,81,4,13,10,7,0,0,0,0,0,0,0,0,0,41.98,4.94,16.05,12.35,8.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2,0,0,15,4,1,7,1,1,0,1,2,0,0,0,0,2,44.44,0.0,0.0,2.47,0.0,0.0,18.52,4.94,1.23,8.64,1.23,1.23,0.0,1.23,2.47,0.0,0.0,0.0,0.0,2.47,0,8,2,0,0,0,1,0.0,9.88,2.47,0.0,0.0,0.0,1.23
75,102,縣市立,實用技能學程,土木與建築群,37,2,7,7,1,0,1,0,0,0,0,0,0,0,48.65,5.41,18.92,18.92,2.7,0.0,2.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,3,1,0,5,2,0,0,1,0,0,0,0,0,3,40.54,0.0,0.0,0.0,0.0,0.0,8.11,2.7,0.0,13.51,5.41,0.0,0.0,2.7,0.0,0.0,0.0,0.0,0.0,8.11,0,1,1,0,0,0,2,0.0,2.7,2.7,0.0,0.0,0.0,5.41
76,102,縣市立,實用技能學程,商業與管理群,122,4,6,20,38,0,0,0,3,0,0,0,0,0,58.2,3.28,4.92,16.39,31.15,0.0,0.0,0.0,2.46,0.0,0.0,0.0,0.0,0.0,0,0,5,4,0,1,1,1,9,0,0,0,0,3,4,0,1,0,4,27.05,0.0,0.0,4.1,3.28,0.0,0.82,0.82,0.82,7.38,0.0,0.0,0.0,0.0,2.46,3.28,0.0,0.82,0.0,3.28,0,2,3,0,4,0,5,0.0,1.64,2.46,0.0,3.28,0.0,4.1
77,102,縣市立,實用技能學程,設計群,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,1,6,0,2,0,1,0,0,0,0,0,0,0,4,93.75,0.0,0.0,6.25,0.0,0.0,6.25,37.5,0.0,12.5,0.0,6.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0,0,1,0,0,0,0,0.0,0.0,6.25,0.0,0.0,0.0,0.0
78,102,縣市立,實用技能學程,餐旅群,31,0,0,9,5,0,0,0,0,0,0,0,0,0,45.16,0.0,0.0,29.03,16.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,10,0,0,0,1,0,0,0,0,2,0,45.16,0.0,0.0,0.0,0.0,0.0,0.0,3.23,0.0,32.26,0.0,0.0,0.0,3.23,0.0,0.0,0.0,0.0,6.45,0.0,0,0,1,0,0,0,0,0.0,0.0,3.23,0.0,0.0,0.0,0.0
79,102,縣市立,實用技能學程,美容造型群,34,0,0,20,2,0,0,0,0,0,0,1,0,0,67.65,0.0,0.0,58.82,5.88,0.0,0.0,0.0,0.0,0.0,0.0,2.94,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,1,29.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.47,0.0,0.0,0.0,0.0,0.0,2.94,1,0,0,0,0,0,0,2.94,0.0,0.0,0.0,0.0,0.0,0.0
80,102,私立,普通科,無,28518,6099,72,19636,647,4,0,3,1,16,141,264,558,20,96.293568974,21.3864927414,0.2524721229,68.8547583982,2.2687425486,0.014026229,0.0,0.0105196718,0.0035065573,0.0561049162,0.494424574,0.9257311172,1.9566589522,0.0701311452,6,1,14,1,0,7,6,2,25,2,0,0,0,6,37,1,0,22,40,0.5961147346,0.0210393436,0.0035065573,0.0490918017,0.0035065573,0.0,0.0245459008,0.0210393436,0.0070131145,0.0876639316,0.0070131145,0.0,0.0,0.0,0.0210393436,0.1297426187,0.0035065573,0.0,0.0771442598,0.1402622905,19,111,18,596,9,21,40,0.066624588,0.3892278561,0.0631180307,2.0899081282,0.0315590154,0.0736377025,0.1402622905
81,102,私立,職業科,機械群,1739,161,48,929,198,3,2,0,0,4,2,11,0,0,78.09,9.26,2.76,53.42,11.39,0.17,0.12,0.0,0.0,0.23,0.12,0.63,0.0,0.0,4,0,97,2,0,9,16,5,12,0,0,0,14,0,4,0,1,2,18,10.58,0.23,0.0,5.58,0.12,0.0,0.52,0.92,0.29,0.69,0.0,0.0,0.0,0.81,0.0,0.23,0.0,0.06,0.12,1.04,7,124,44,2,1,0,5,0.4,7.13,2.53,0.12,0.06,0.0,0.29
82,102,私立,職業科,動力機械群,3972,75,67,1214,410,3,1,17,33,0,0,52,10,0,47.38,1.89,1.69,30.56,10.32,0.08,0.03,0.43,0.83,0.0,0.0,1.31,0.25,0.0,62,12,311,9,8,78,86,146,104,6,3,4,267,16,94,1,2,25,320,39.12,1.56,0.3,7.83,0.23,0.2,1.96,2.17,3.68,2.62,0.15,0.08,0.1,6.72,0.4,2.37,0.03,0.05,0.63,8.06,13,309,106,10,6,2,60,0.33,7.78,2.67,0.25,0.15,0.05,1.51
83,102,私立,職業科,電機與電子群,12542,759,177,7132,1363,15,22,48,80,0,5,125,7,18,77.75,6.05,1.41,56.86,10.87,0.12,0.18,0.38,0.64,0.0,0.04,1.0,0.06,0.14,50,10,482,49,2,97,113,40,250,62,8,0,78,41,108,1,4,44,257,13.52,0.4,0.08,3.84,0.39,0.02,0.77,0.9,0.32,1.99,0.49,0.06,0.0,0.62,0.33,0.86,0.01,0.03,0.35,2.05,48,572,217,48,8,5,106,0.38,4.56,1.73,0.38,0.06,0.04,0.85
84,102,私立,職業科,土木與建築群,212,19,1,125,20,1,0,1,0,0,1,3,1,0,81.13,8.96,0.47,58.96,9.43,0.47,0.0,0.47,0.0,0.0,0.47,1.42,0.47,0.0,0,0,2,0,0,2,1,0,6,0,0,0,0,0,1,0,0,0,9,9.91,0.0,0.0,0.94,0.0,0.0,0.94,0.47,0.0,2.83,0.0,0.0,0.0,0.0,0.0,0.47,0.0,0.0,0.0,4.25,0,9,4,5,0,0,0,0.0,4.25,1.89,2.36,0.0,0.0,0.0
85,102,私立,職業科,商業與管理群,13321,829,367,8841,1115,24,52,47,84,0,0,95,10,11,86.14,6.22,2.76,66.37,8.37,0.18,0.39,0.35,0.63,0.0,0.0,0.71,0.08,0.08,9,4,121,7,0,30,220,37,258,58,11,2,29,26,90,4,9,50,240,9.05,0.07,0.03,0.91,0.05,0.0,0.23,1.65,0.28,1.94,0.44,0.08,0.02,0.22,0.2,0.68,0.03,0.07,0.38,1.8,26,230,183,43,18,4,62,0.2,1.73,1.37,0.32,0.14,0.03,0.47
86,102,私立,職業科,外語群,5197,479,127,3974,257,4,0,5,6,3,1,31,51,2,95.05,9.22,2.44,76.47,4.95,0.08,0.0,0.1,0.12,0.06,0.02,0.6,0.98,0.04,1,1,4,0,1,0,1,1,56,0,0,0,0,11,15,2,1,4,45,2.75,0.02,0.02,0.08,0.0,0.02,0.0,0.02,0.02,1.08,0.0,0.0,0.0,0.0,0.21,0.29,0.04,0.02,0.08,0.87,2,25,18,23,2,10,11,0.04,0.48,0.35,0.44,0.04,0.19,0.21
87,102,私立,職業科,設計群,6484,241,111,4703,617,13,0,6,9,0,0,26,33,6,88.91,3.72,1.71,72.53,9.52,0.2,0.0,0.09,0.14,0.0,0.0,0.4,0.51,0.09,4,0,22,0,1,10,41,10,87,7,0,1,40,9,35,6,1,53,85,6.35,0.06,0.0,0.34,0.0,0.02,0.15,0.63,0.15,1.34,0.11,0.0,0.02,0.62,0.14,0.54,0.09,0.02,0.82,1.31,22,54,34,93,7,11,48,0.34,0.83,0.52,1.43,0.11,0.17,0.74
88,102,私立,職業科,家政群,6950,162,83,3329,697,41,48,110,135,5,1,16,3,31,67.06,2.33,1.19,47.9,10.03,0.59,0.69,1.58,1.94,0.07,0.01,0.23,0.04,0.45,28,3,44,4,1,3,77,9,198,19,4,4,517,32,33,12,18,114,702,26.22,0.4,0.04,0.63,0.06,0.01,0.04,1.11,0.13,2.85,0.27,0.06,0.06,7.44,0.46,0.47,0.17,0.26,1.64,10.1,37,43,237,24,26,4,31,0.53,0.62,3.41,0.35,0.37,0.06,0.45
89,102,私立,職業科,餐旅群,18903,541,331,9335,2118,59,73,240,96,2,3,84,27,46,68.53,2.86,1.75,49.38,11.2,0.31,0.39,1.27,0.51,0.01,0.02,0.44,0.14,0.24,68,11,259,23,3,81,286,46,2403,19,15,3,96,70,126,6,18,143,504,22.11,0.36,0.06,1.37,0.12,0.02,0.43,1.51,0.24,12.71,0.1,0.08,0.02,0.51,0.37,0.67,0.03,0.1,0.76,2.67,102,712,499,64,37,22,178,0.54,3.77,2.64,0.34,0.2,0.12,0.94
90,102,私立,職業科,海事群,50,2,0,31,0,0,0,0,0,0,0,0,0,0,66.0,4.0,0.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,12.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,9,0,2,0,0,0,0.0,18.0,0.0,4.0,0.0,0.0,0.0
91,102,私立,職業科,藝術群,2382,148,54,1454,228,0,1,4,2,1,0,4,27,9,81.11,6.21,2.27,61.04,9.57,0.0,0.04,0.17,0.08,0.04,0.0,0.17,1.13,0.38,7,0,13,0,0,7,26,3,68,0,3,0,1,7,7,1,1,79,63,12.01,0.29,0.0,0.55,0.0,0.0,0.29,1.09,0.13,2.85,0.0,0.13,0.0,0.04,0.29,0.29,0.04,0.04,3.32,2.64,3,41,15,46,2,11,34,0.13,1.72,0.63,1.93,0.08,0.46,1.43
92,102,私立,職業科,綜合,418,0,0,23,5,0,0,0,0,0,0,0,0,0,6.7,0.0,0.0,5.5,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,2,25,0,0,8,20,1,44,0,0,0,13,45,0,2,2,14,54,56.46,1.44,0.48,5.98,0.0,0.0,1.91,4.78,0.24,10.53,0.0,0.0,0.0,3.11,10.77,0.0,0.48,0.48,3.35,12.92,30,0,54,5,49,0,13,7.18,0.0,12.92,1.2,11.72,0.0,3.11
